"trial","RT","gaze_dir","target_dir","congr","eye_shift","SOA","ydiff","xdiff","blink","su","sac_dir","correct_sac","too_fast","too_slow"
99,318,"Left","Right","Incongruent","Shift head",500,-7.90000000000003,185.1,"No blink","p18","Right",1,0,0
99,300,"Left","Left","Congruent","Shift head",900,12.9,-192.6,"No blink","p19","Left",1,0,0
99,104,"Left","Left","Congruent","Shift eyes",900,13.8,-224.3,"No blink","p20","Left",1,0,0
99,261,"Right","Right","Congruent","Shift head",500,2.5,227.2,"No blink","p21","Right",1,0,0
99,245,"Left","Right","Incongruent","Shift eyes",100,2.29999999999995,215,"No blink","p22","Right",1,0,0
100,318,"Right","Left","Incongruent","Shift eyes",900,-2.69999999999999,-190.3,"No blink","p1","Left",1,0,0
100,313,"Left","Left","Congruent","Shift eyes",100,33.9,-193.6,"No blink","p2","Left",1,0,0
100,308,"Left","Right","Incongruent","Shift eyes",500,-12.6,200.9,"No blink","p3","Right",1,0,0
100,639,"Right","Left","Incongruent","Shift eyes",900,NA,NA,"Contains blink","p4",NA,NA,0,1
100,385,"Left","Left","Congruent","Shift eyes",100,-1.90000000000003,-258.4,"No blink","p5","Left",1,0,0
100,335,"Left","Left","Congruent","Shift head",500,20.5,-222.4,"No blink","p6","Left",1,0,0
100,494,"Right","Left","Incongruent","Shift eyes",900,-31.4,114.8,"Contains blink","p7","Right",0,0,0
100,254,"Right","Left","Incongruent","Shift head",100,-12.8,-247.4,"No blink","p8","Left",1,0,0
100,188,"Left","Right","Incongruent","Shift head",500,-30.3,213.5,"No blink","p9","Right",1,0,0
100,326,"Right","Left","Incongruent","Shift eyes",900,-16.2,-214,"No blink","p10","Left",1,0,0
100,219,"Left","Left","Congruent","Shift head",900,-2.10000000000002,-214.8,"No blink","p11","Left",1,0,0
100,255,"Left","Left","Congruent","Shift eyes",500,3.10000000000002,-218.5,"No blink","p12","Left",1,0,0
100,218,"Right","Right","Congruent","Shift eyes",900,-16.9,213.7,"No blink","p13","Right",1,0,0
100,267,"Right","Right","Congruent","Shift eyes",500,-1.30000000000001,205.5,"No blink","p14","Right",1,0,0
100,422,"Left","Left","Congruent","Shift eyes",100,-10.7,-189.6,"No blink","p15","Left",1,0,0
100,238,"Right","Left","Incongruent","Shift head",500,-19.2,-200.5,"No blink","p16","Left",1,0,0
100,241,"Left","Left","Congruent","Shift eyes",900,-4.19999999999999,-217,"No blink","p17","Left",1,0,0
100,412,"Left","Left","Congruent","Shift head",900,-3.69999999999999,-182,"No blink","p18","Left",1,0,0
100,233,"Right","Left","Incongruent","Shift eyes",500,-5.5,-204.3,"No blink","p19","Left",1,0,0
100,135,"Left","Left","Congruent","Shift head",100,8.30000000000001,-216.7,"No blink","p20","Left",1,0,0
100,218,"Right","Left","Incongruent","Shift head",500,-3.60000000000002,-295.2,"No blink","p21","Left",1,0,0
100,279,"Left","Right","Incongruent","Shift head",500,7.60000000000002,402.3,"No blink","p22","Right",1,0,0
101,408,"Right","Right","Congruent","Shift eyes",100,-20.8,194.5,"No blink","p1","Right",1,0,0
101,264,"Left","Left","Congruent","Shift eyes",100,30.5,-183.9,"No blink","p2","Left",1,0,0
101,274,"Right","Left","Incongruent","Shift eyes",500,5.5,-253.4,"No blink","p3","Left",1,0,0
101,165,"Left","Right","Incongruent","Shift head",100,-235.6,-205.3,"Contains blink","p4","Diagonal",0,0,0
101,286,"Right","Left","Incongruent","Shift eyes",100,-5.90000000000003,-255.7,"No blink","p5","Left",1,0,0
101,323,"Left","Right","Incongruent","Shift head",500,-3,199.1,"No blink","p6","Right",1,0,0
101,34,"Left","Left","Congruent","Shift eyes",100,-2.79999999999995,-229.4,"No blink","p7","Left",1,1,0
101,236,"Left","Right","Incongruent","Shift head",100,-7.89999999999998,239.8,"No blink","p8","Right",1,0,0
101,363,"Right","Left","Incongruent","Shift head",100,-41.1,-172.5,"No blink","p9","Left",1,0,0
101,259,"Right","Right","Congruent","Shift eyes",100,11.1,218.9,"No blink","p10","Right",1,0,0
101,299,"Right","Right","Congruent","Shift head",900,-4.59999999999997,192.5,"No blink","p11","Right",1,0,0
101,237,"Left","Right","Incongruent","Shift eyes",500,7.29999999999995,212.6,"No blink","p12","Right",1,0,0
101,263,"Left","Left","Congruent","Shift eyes",900,18,-223.4,"No blink","p13","Left",1,0,0
101,311,"Left","Left","Congruent","Shift eyes",100,-6.40000000000003,-227.1,"No blink","p14","Left",1,0,0
101,239,"Left","Left","Congruent","Shift head",500,-19.2,-186.5,"No blink","p15","Left",1,0,0
101,226,"Right","Right","Congruent","Shift head",500,-15.7,183.7,"No blink","p16","Right",1,0,0
101,242,"Right","Right","Congruent","Shift head",100,-7,216.7,"No blink","p17","Right",1,0,0
101,283,"Right","Left","Incongruent","Shift head",900,-12.4,-219.8,"No blink","p18","Left",1,0,0
101,351,"Right","Left","Incongruent","Shift eyes",900,-9.69999999999999,-199.8,"No blink","p19","Left",1,0,0
101,87,"Right","Right","Congruent","Shift head",100,21.3,238,"No blink","p20","Right",1,0,0
101,206,"Left","Left","Congruent","Shift eyes",900,-3.5,-263.2,"Contains blink","p21","Left",1,0,0
101,197,"Left","Right","Incongruent","Shift head",900,-5.69999999999999,218.5,"No blink","p22","Right",1,0,0
102,307,"Left","Left","Congruent","Shift head",500,-16.2,-206.6,"No blink","p1","Left",1,0,0
102,233,"Left","Left","Congruent","Shift eyes",100,30.1,-179.5,"No blink","p2","Left",1,0,0
102,364,"Left","Left","Congruent","Shift head",100,12.9,-260,"No blink","p3","Left",1,0,0
102,1225,"Right","Left","Incongruent","Shift eyes",500,NA,NA,"Contains blink","p4",NA,NA,0,1
102,242,"Left","Right","Incongruent","Shift eyes",900,-4.19999999999999,229.2,"No blink","p5","Right",1,0,0
102,307,"Right","Left","Incongruent","Shift head",500,6.30000000000001,-226.3,"No blink","p6","Left",1,0,0
102,504,"Right","Right","Congruent","Shift head",500,-17.9,-394.7,"Contains blink","p7","Left",0,0,0
102,233,"Right","Right","Congruent","Shift eyes",900,-11.3,228.9,"No blink","p8","Right",1,0,0
102,266,"Right","Left","Incongruent","Shift eyes",500,-38.2,-206.1,"No blink","p9","Left",1,0,0
102,244,"Left","Left","Congruent","Shift eyes",500,-13.6,-214.2,"No blink","p10","Left",1,0,0
102,351,"Left","Right","Incongruent","Shift head",500,-5.5,194.7,"No blink","p11","Right",1,0,0
102,348,"Right","Right","Congruent","Shift eyes",900,9.90000000000003,230.9,"No blink","p12","Right",1,0,0
102,232,"Left","Left","Congruent","Shift head",900,18.8,-214.4,"No blink","p13","Left",1,0,0
102,302,"Left","Left","Congruent","Shift eyes",900,11,-219,"No blink","p14","Left",1,0,0
102,262,"Left","Right","Incongruent","Shift eyes",500,9.29999999999995,194.4,"No blink","p15","Right",1,0,0
102,231,"Left","Right","Incongruent","Shift eyes",500,21.2,206.6,"No blink","p16","Right",1,0,0
102,247,"Left","Left","Congruent","Shift head",500,-13.8,-202.3,"No blink","p17","Left",1,0,0
102,272,"Right","Left","Incongruent","Shift eyes",500,-7.29999999999995,-189.7,"No blink","p18","Left",1,0,0
102,248,"Left","Right","Incongruent","Shift head",100,2.30000000000001,190.6,"No blink","p19","Right",1,0,0
102,139,"Right","Left","Incongruent","Shift head",100,18.4,-222.7,"No blink","p20","Left",1,0,0
102,315,"Right","Right","Congruent","Shift eyes",100,8.60000000000002,235.9,"No blink","p21","Right",1,0,0
102,263,"Right","Left","Incongruent","Shift eyes",500,-19.1,-199.5,"No blink","p22","Left",1,0,0
103,612,"Left","Left","Congruent","Shift head",900,-6.69999999999999,-195.4,"No blink","p1","Left",1,0,1
103,334,"Right","Left","Incongruent","Shift eyes",100,32.5,-175.3,"No blink","p2","Left",1,0,0
103,248,"Left","Left","Congruent","Shift eyes",500,5.89999999999998,-234.2,"No blink","p3","Left",1,0,0
103,13,"Left","Right","Incongruent","Shift head",900,-8.80000000000001,91.2,"No blink","p4","Insufficient amplitude",0,1,0
103,430,"Right","Right","Congruent","Shift eyes",100,-6.09999999999997,210.2,"No blink","p5","Right",1,0,0
103,306,"Left","Left","Congruent","Shift head",500,6.60000000000002,-210.5,"No blink","p6","Left",1,0,0
103,394,"Right","Right","Congruent","Shift eyes",500,15.3,-224.3,"No blink","p7","Left",0,0,0
103,220,"Left","Right","Incongruent","Shift head",900,-6.60000000000002,224.7,"No blink","p8","Right",1,0,0
103,337,"Right","Left","Incongruent","Shift head",100,-30.1,-217.7,"No blink","p9","Left",1,0,0
103,207,"Right","Right","Congruent","Shift head",500,5.89999999999998,216.3,"No blink","p10","Right",1,0,0
103,329,"Right","Left","Incongruent","Shift head",100,-2.89999999999998,-234.2,"No blink","p11","Left",1,0,0
103,286,"Right","Right","Congruent","Shift head",500,3.09999999999997,224.8,"No blink","p12","Right",1,0,0
103,253,"Right","Right","Congruent","Shift head",500,-11.1,212.9,"No blink","p13","Right",1,0,0
103,127,"Left","Left","Congruent","Shift head",900,11,-200.9,"No blink","p14","Left",1,0,0
103,280,"Right","Left","Incongruent","Shift eyes",900,21.4,-186.7,"Contains blink","p15","Left",1,0,0
103,230,"Right","Right","Congruent","Shift head",100,-18.6,231.2,"No blink","p16","Right",1,0,0
103,208,"Left","Right","Incongruent","Shift eyes",900,1.59999999999997,2.19999999999999,"Contains blink","p17","Insufficient amplitude",0,0,0
103,268,"Right","Right","Congruent","Shift eyes",500,-12.3,191.7,"No blink","p18","Right",1,0,0
103,291,"Left","Left","Congruent","Shift eyes",900,1.5,-207.9,"No blink","p19","Left",1,0,0
103,109,"Left","Right","Incongruent","Shift head",500,22,242.2,"No blink","p20","Right",1,0,0
103,225,"Right","Right","Congruent","Shift head",100,-2.89999999999998,241.3,"No blink","p21","Right",1,0,0
103,240,"Left","Right","Incongruent","Shift head",500,-18.2,219.4,"No blink","p22","Right",1,0,0
104,431,"Right","Left","Incongruent","Shift head",900,-4.80000000000001,-213.4,"No blink","p1","Left",1,0,0
104,242,"Left","Left","Congruent","Shift eyes",500,24.6,-223.6,"No blink","p2","Left",1,0,0
104,278,"Left","Right","Incongruent","Shift eyes",900,-24.6,195.3,"No blink","p3","Right",1,0,0
104,1226,"Right","Right","Congruent","Shift head",900,NA,NA,"Contains blink","p4",NA,NA,0,1
104,378,"Left","Left","Congruent","Shift head",100,1.89999999999998,-249.5,"No blink","p5","Left",1,0,0
104,255,"Left","Left","Congruent","Shift eyes",100,5.30000000000001,-223.6,"No blink","p6","Left",1,0,0
104,317,"Right","Right","Congruent","Shift eyes",500,-16.8,-306,"Contains blink","p7","Left",0,0,0
104,75,"Left","Right","Incongruent","Shift eyes",500,0.699999999999989,17.6,"No blink","p8","Insufficient amplitude",0,1,0
104,293,"Right","Left","Incongruent","Shift head",900,-18.8,-212.3,"No blink","p9","Left",1,0,0
104,233,"Right","Right","Congruent","Shift eyes",500,0.400000000000034,209.4,"No blink","p10","Right",1,0,0
104,239,"Left","Right","Incongruent","Shift eyes",500,-9.70000000000005,186.5,"No blink","p11","Right",1,0,0
104,189,"Left","Left","Congruent","Shift head",500,10.1,-224.3,"No blink","p12","Left",1,0,0
104,303,"Left","Left","Congruent","Shift eyes",500,25.5,-230.7,"No blink","p13","Left",1,0,0
104,352,"Right","Left","Incongruent","Shift head",500,-23.1,-223,"No blink","p14","Left",1,0,0
104,779,"Left","Right","Incongruent","Shift eyes",100,13.3,286.3,"No blink","p15","Right",1,0,0
104,241,"Right","Left","Incongruent","Shift head",900,31.8,-196.9,"No blink","p16","Left",1,0,0
104,244,"Left","Right","Incongruent","Shift head",500,-6.30000000000001,9.30000000000001,"Contains blink","p17","Insufficient amplitude",0,0,0
104,269,"Left","Left","Congruent","Shift head",500,-13.7,-202.9,"No blink","p18","Left",1,0,0
104,264,"Right","Right","Congruent","Shift eyes",900,-2.10000000000002,194,"No blink","p19","Right",1,0,0
104,152,"Right","Left","Incongruent","Shift head",100,12,-211.5,"No blink","p20","Left",1,0,0
104,184,"Left","Left","Congruent","Shift eyes",100,2.60000000000002,-277.3,"No blink","p21","Left",1,0,0
104,239,"Left","Right","Incongruent","Shift head",500,5.40000000000003,210.7,"No blink","p22","Right",1,0,0
105,356,"Right","Left","Incongruent","Shift head",500,-14.7,-195,"No blink","p1","Left",1,0,0
105,369,"Left","Right","Incongruent","Shift eyes",100,4.39999999999998,-2,"No blink","p2","Insufficient amplitude",0,0,0
105,267,"Left","Left","Congruent","Shift eyes",500,3.60000000000002,-282.4,"No blink","p3","Left",1,0,0
105,5,"Right","Left","Incongruent","Shift eyes",500,-22.7,-234.9,"Contains blink","p4","Left",1,1,0
105,335,"Left","Right","Incongruent","Shift head",500,0.100000000000023,214.7,"No blink","p5","Right",1,0,0
105,429,"Left","Left","Congruent","Shift eyes",100,2.39999999999998,-211.5,"No blink","p6","Left",1,0,0
105,498,"Right","Left","Incongruent","Shift head",500,-14.1,218.3,"Contains blink","p7","Right",0,0,0
105,202,"Right","Right","Congruent","Shift head",500,-11.1,256.6,"No blink","p8","Right",1,0,0
105,308,"Left","Left","Congruent","Shift eyes",900,-32.4,-219.5,"No blink","p9","Left",1,0,0
105,295,"Right","Left","Incongruent","Shift head",900,-11.6,-231.6,"No blink","p10","Left",1,0,0
105,216,"Left","Left","Congruent","Shift head",100,-1.30000000000001,-187.5,"No blink","p11","Left",1,0,0
105,211,"Left","Left","Congruent","Shift head",500,23.4,-228.4,"No blink","p12","Left",1,0,0
105,243,"Right","Right","Congruent","Shift head",900,-16.6,202.8,"No blink","p13","Right",1,0,0
105,280,"Right","Right","Congruent","Shift eyes",900,6,197.9,"No blink","p14","Right",1,0,0
105,286,"Left","Left","Congruent","Shift head",900,-18.6,-190.9,"No blink","p15","Left",1,0,0
105,238,"Left","Left","Congruent","Shift eyes",500,10.9,-204.6,"No blink","p16","Left",1,0,0
105,196,"Right","Right","Congruent","Shift eyes",500,7.90000000000003,-8.89999999999998,"Contains blink","p17","Insufficient amplitude",0,0,0
105,284,"Right","Left","Incongruent","Shift head",500,-7.30000000000001,-197.2,"No blink","p18","Left",1,0,0
105,341,"Left","Right","Incongruent","Shift head",500,-0.899999999999977,5.30000000000001,"No blink","p19","Insufficient amplitude",0,0,0
105,115,"Right","Right","Congruent","Shift eyes",100,9.59999999999997,242,"No blink","p20","Right",1,0,0
105,264,"Right","Left","Incongruent","Shift eyes",900,-20.2,-265.2,"No blink","p21","Left",1,0,0
105,334,"Right","Left","Incongruent","Shift eyes",100,-10.3,-215.2,"No blink","p22","Left",1,0,0
106,684,"Right","Left","Incongruent","Shift eyes",500,-10.7,-190.7,"No blink","p1","Left",1,0,1
106,482,"Right","Right","Congruent","Shift eyes",100,-29.2,202.6,"No blink","p2","Right",1,0,0
106,269,"Right","Left","Incongruent","Shift head",500,14,-224.8,"No blink","p3","Left",1,0,0
106,385,"Left","Left","Congruent","Shift eyes",500,-3.19999999999999,-17.1,"No blink","p4","Insufficient amplitude",0,0,0
106,491,"Left","Right","Incongruent","Shift head",900,-5.29999999999995,226.3,"No blink","p5","Right",1,0,0
106,243,"Right","Right","Congruent","Shift eyes",500,2.19999999999999,199.5,"No blink","p6","Right",1,0,0
106,204,"Right","Left","Incongruent","Shift eyes",900,353.2,-93,"No blink","p7","Diagonal",0,0,0
106,320,"Left","Right","Incongruent","Shift eyes",100,-3.30000000000001,243.9,"No blink","p8","Right",1,0,0
106,262,"Right","Right","Congruent","Shift head",500,-54.6,230,"No blink","p9","Right",1,0,0
106,368,"Right","Left","Incongruent","Shift head",100,2.89999999999998,-226.5,"No blink","p10","Left",1,0,0
106,243,"Right","Right","Congruent","Shift eyes",500,-0.5,190.2,"No blink","p11","Right",1,0,0
106,311,"Left","Left","Congruent","Shift head",100,8.19999999999999,-203.2,"No blink","p12","Left",1,0,0
106,270,"Right","Right","Congruent","Shift eyes",500,-4.19999999999999,210.8,"No blink","p13","Right",1,0,0
106,464,"Left","Left","Congruent","Shift eyes",100,-8.09999999999997,-247.1,"No blink","p14","Left",1,0,0
106,293,"Right","Left","Incongruent","Shift eyes",500,-13.6,-178.2,"No blink","p15","Left",1,0,0
106,379,"Left","Right","Incongruent","Shift head",100,13.6,211.2,"No blink","p16","Right",1,0,0
106,223,"Left","Right","Incongruent","Shift head",900,-1.5,207.1,"No blink","p17","Right",1,0,0
106,348,"Left","Right","Incongruent","Shift head",100,-13.8,222.1,"No blink","p18","Right",1,0,0
106,426,"Left","Left","Congruent","Shift eyes",100,-3.5,-218.5,"No blink","p19","Left",1,0,0
106,119,"Left","Right","Incongruent","Shift eyes",100,13.8,241.5,"No blink","p20","Right",1,0,0
106,235,"Right","Left","Incongruent","Shift head",100,-3.19999999999999,-288.3,"No blink","p21","Left",1,0,0
106,333,"Left","Right","Incongruent","Shift head",100,-3.89999999999998,252.7,"No blink","p22","Right",1,0,0
107,571,"Left","Right","Incongruent","Shift head",100,-23.2,214.3,"No blink","p1","Right",1,0,0
107,207,"Left","Right","Incongruent","Shift eyes",900,-17.8,198.5,"No blink","p2","Right",1,0,0
107,307,"Right","Left","Incongruent","Shift eyes",100,2.60000000000002,-206.4,"No blink","p3","Left",1,0,0
107,22,"Right","Right","Congruent","Shift eyes",500,99.9,-44.6,"Contains blink","p4","Insufficient amplitude",0,1,0
107,280,"Left","Right","Incongruent","Shift eyes",100,-10.1,191.1,"No blink","p5","Right",1,0,0
107,284,"Left","Right","Incongruent","Shift eyes",900,7,186.1,"No blink","p6","Right",1,0,0
107,493,"Right","Right","Congruent","Shift eyes",900,-8.40000000000003,-317.5,"Contains blink","p7","Left",0,0,0
107,124,"Right","Left","Incongruent","Shift head",100,5.10000000000002,-240.4,"No blink","p8","Left",1,0,0
107,539,"Left","Left","Congruent","Shift eyes",100,25.5,-242.5,"No blink","p9","Left",1,0,0
107,232,"Right","Left","Incongruent","Shift eyes",500,-5.39999999999998,-234.1,"No blink","p10","Left",1,0,0
107,394,"Right","Right","Congruent","Shift eyes",900,-14.7,192.1,"No blink","p11","Right",1,0,0
107,281,"Left","Right","Incongruent","Shift head",100,8.20000000000005,224.3,"No blink","p12","Right",1,0,0
107,193,"Left","Left","Congruent","Shift head",100,14.5,-242.1,"No blink","p13","Left",1,0,0
107,263,"Right","Right","Congruent","Shift head",500,-3.80000000000001,229.1,"No blink","p14","Right",1,0,0
107,278,"Left","Right","Incongruent","Shift eyes",900,-6.69999999999999,6.89999999999998,"No blink","p15","Insufficient amplitude",0,0,0
107,268,"Left","Right","Incongruent","Shift head",900,25.6,198.9,"No blink","p16","Right",1,0,0
107,269,"Left","Right","Incongruent","Shift eyes",500,-3.5,-19.9,"Contains blink","p17","Insufficient amplitude",0,0,0
107,287,"Right","Right","Congruent","Shift head",900,-12.4,193.1,"No blink","p18","Right",1,0,0
107,414,"Left","Left","Congruent","Shift head",100,-11.2,-207.3,"No blink","p19","Left",1,0,0
107,132,"Left","Left","Congruent","Shift eyes",100,22,-230.2,"No blink","p20","Left",1,0,0
107,367,"Left","Right","Incongruent","Shift eyes",100,-4.09999999999997,213.9,"No blink","p21","Right",1,0,0
107,330,"Right","Left","Incongruent","Shift head",100,-34.6,-219.9,"No blink","p22","Left",1,0,0
108,367,"Left","Right","Incongruent","Shift head",500,-32.8,199.6,"No blink","p1","Right",1,0,0
108,225,"Left","Left","Congruent","Shift eyes",900,23.8,-188.8,"No blink","p2","Left",1,0,0
108,281,"Right","Right","Congruent","Shift head",500,-21.1,211.1,"No blink","p3","Right",1,0,0
108,1061,"Left","Left","Congruent","Shift head",500,5.10000000000002,5.9,"Contains blink","p4","Insufficient amplitude",0,0,1
108,246,"Right","Right","Congruent","Shift head",900,-3.80000000000001,199.8,"No blink","p5","Right",1,0,0
108,309,"Right","Left","Incongruent","Shift head",900,-9.09999999999997,-222.8,"No blink","p6","Left",1,0,0
108,282,"Left","Right","Incongruent","Shift head",900,14.2,-217.1,"No blink","p7","Left",0,0,0
108,267,"Right","Right","Congruent","Shift eyes",500,-11.6,214.9,"No blink","p8","Right",1,0,0
108,336,"Right","Left","Incongruent","Shift eyes",900,-16.2,-188.3,"No blink","p9","Left",1,0,0
108,247,"Right","Left","Incongruent","Shift eyes",900,-7.20000000000005,-229.4,"No blink","p10","Left",1,0,0
108,271,"Left","Left","Congruent","Shift eyes",900,-5.19999999999999,-215,"No blink","p11","Left",1,0,0
108,161,"Left","Right","Incongruent","Shift head",500,13.5,209.5,"No blink","p12","Right",1,0,0
108,411,"Left","Left","Congruent","Shift eyes",500,28.2,-224.8,"No blink","p13","Left",1,0,0
108,291,"Left","Left","Congruent","Shift head",900,-29.8,-216.6,"Contains blink","p14","Left",1,0,0
108,400,"Right","Right","Congruent","Shift head",100,3.59999999999997,167.5,"No blink","p15","Right",1,0,0
108,275,"Right","Right","Congruent","Shift head",500,13.5,202.4,"No blink","p16","Right",1,0,0
108,260,"Left","Left","Congruent","Shift head",100,-5.5,-248.7,"No blink","p17","Left",1,0,0
108,278,"Left","Left","Congruent","Shift head",500,-13.2,-207.3,"No blink","p18","Left",1,0,0
108,331,"Right","Left","Incongruent","Shift head",900,-15.7,-199,"No blink","p19","Left",1,0,0
108,129,"Right","Left","Incongruent","Shift eyes",100,7.19999999999999,-209.8,"No blink","p20","Left",1,0,0
108,195,"Left","Left","Congruent","Shift head",900,-16.6,-285.4,"No blink","p21","Left",1,0,0
108,207,"Right","Right","Congruent","Shift eyes",900,-9.09999999999997,222.9,"No blink","p22","Right",1,0,0
109,743,"Left","Right","Incongruent","Shift head",500,-22,192.8,"No blink","p1","Right",1,0,1
109,267,"Right","Left","Incongruent","Shift eyes",900,16.9,-182.5,"No blink","p2","Left",1,0,0
109,387,"Left","Right","Incongruent","Shift head",100,-45.8,221.5,"No blink","p3","Right",1,0,0
109,303,"Left","Right","Incongruent","Shift eyes",100,12.5,221.2,"No blink","p4","Right",1,0,0
109,245,"Right","Right","Congruent","Shift head",500,-6.69999999999999,220,"No blink","p5","Right",1,0,0
109,412,"Left","Left","Congruent","Shift head",900,6.10000000000002,-191.8,"No blink","p6","Left",1,0,0
109,41,"Right","Right","Congruent","Shift head",100,10.3,210.7,"No blink","p7","Right",1,1,0
109,254,"Right","Right","Congruent","Shift eyes",900,-12.9,212.4,"No blink","p8","Right",1,0,0
109,220,"Left","Right","Incongruent","Shift eyes",500,-9.70000000000005,202.7,"No blink","p9","Right",1,0,0
109,240,"Right","Left","Incongruent","Shift head",500,-9.40000000000003,-232.5,"No blink","p10","Left",1,0,0
109,404,"Left","Right","Incongruent","Shift eyes",100,-9.80000000000001,204.2,"No blink","p11","Right",1,0,0
109,242,"Left","Left","Congruent","Shift head",500,-1.60000000000002,-217.4,"No blink","p12","Left",1,0,0
109,349,"Left","Left","Congruent","Shift eyes",900,30.9,-241.5,"No blink","p13","Left",1,0,0
109,324,"Left","Left","Congruent","Shift eyes",500,2.39999999999998,-236.1,"No blink","p14","Left",1,0,0
109,341,"Right","Right","Congruent","Shift eyes",100,5.89999999999998,185.8,"No blink","p15","Right",1,0,0
109,299,"Right","Right","Congruent","Shift eyes",500,10.6,199.9,"No blink","p16","Right",1,0,0
109,247,"Left","Right","Incongruent","Shift eyes",500,-8.19999999999999,280.9,"No blink","p17","Right",1,0,0
109,447,"Right","Left","Incongruent","Shift head",900,-4.39999999999998,-171,"No blink","p18","Left",1,0,0
109,345,"Left","Right","Incongruent","Shift eyes",500,-7.5,188.4,"No blink","p19","Right",1,0,0
109,103,"Left","Left","Congruent","Shift head",900,13.3,-216.6,"No blink","p20","Left",1,0,0
109,242,"Left","Right","Incongruent","Shift head",900,-12.6,214,"No blink","p21","Right",1,0,0
109,325,"Left","Left","Congruent","Shift head",500,-15.5,-183.5,"No blink","p22","Left",1,0,0
110,443,"Left","Left","Congruent","Shift head",100,-9.89999999999998,-207.8,"No blink","p1","Left",1,0,0
110,279,"Right","Right","Congruent","Shift head",100,-12.5,222.7,"No blink","p2","Right",1,0,0
110,253,"Left","Left","Congruent","Shift head",500,39,-265.5,"No blink","p3","Left",1,0,0
110,258,"Right","Left","Incongruent","Shift eyes",100,-15,-232.1,"No blink","p4","Left",1,0,0
110,234,"Left","Right","Incongruent","Shift head",100,-4.89999999999998,237.7,"No blink","p5","Right",1,0,0
110,838,"Right","Left","Incongruent","Shift eyes",500,10.1,-190.8,"No blink","p6","Left",1,0,0
110,473,"Left","Left","Congruent","Shift head",500,-1.39999999999998,241.8,"Contains blink","p7","Right",0,0,0
110,223,"Right","Right","Congruent","Shift head",900,-18.8,218.5,"No blink","p8","Right",1,0,0
110,292,"Right","Right","Congruent","Shift eyes",100,-6.5,213.1,"No blink","p9","Right",1,0,0
110,321,"Left","Left","Congruent","Shift eyes",100,-14.2,-258.5,"No blink","p10","Left",1,0,0
110,218,"Left","Left","Congruent","Shift head",100,2.60000000000002,-221.4,"No blink","p11","Left",1,0,0
110,1253,"Right","Right","Congruent","Shift head",500,NA,NA,NA,"p12",NA,NA,0,1
110,319,"Right","Right","Congruent","Shift head",100,-5.90000000000003,223.5,"No blink","p13","Right",1,0,0
110,279,"Right","Right","Congruent","Shift head",900,2.10000000000002,226.1,"No blink","p14","Right",1,0,0
110,276,"Left","Right","Incongruent","Shift eyes",500,4.89999999999998,170,"No blink","p15","Right",1,0,0
110,241,"Right","Left","Incongruent","Shift eyes",500,15.5,-206.6,"No blink","p16","Left",1,0,0
110,228,"Left","Left","Congruent","Shift eyes",500,-8.09999999999997,-202.1,"No blink","p17","Left",1,0,0
110,249,"Left","Right","Incongruent","Shift head",900,-17.1,197.4,"No blink","p18","Right",1,0,0
110,314,"Right","Right","Congruent","Shift eyes",100,-9.09999999999997,198.9,"No blink","p19","Right",1,0,0
110,96,"Left","Left","Congruent","Shift head",900,16.6,-201.7,"No blink","p20","Left",1,0,0
110,234,"Left","Left","Congruent","Shift head",500,-6,-257.1,"No blink","p21","Left",1,0,0
110,319,"Left","Left","Congruent","Shift eyes",900,-15.8,-196.3,"No blink","p22","Left",1,0,0
111,1052,"Right","Left","Incongruent","Shift head",100,-2.19999999999999,-168.5,"No blink","p1","Left",1,0,1
111,229,"Right","Left","Incongruent","Shift eyes",500,18.1,-196.3,"No blink","p2","Left",1,0,0
111,229,"Left","Left","Congruent","Shift eyes",900,-1.80000000000001,-231.9,"No blink","p3","Left",1,0,0
111,205,"Left","Right","Incongruent","Shift eyes",900,4.69999999999999,225.3,"No blink","p4","Right",1,0,0
111,252,"Right","Right","Congruent","Shift head",900,-18.9,227.5,"No blink","p5","Right",1,0,0
111,379,"Right","Right","Congruent","Shift head",100,4.10000000000002,230.6,"No blink","p6","Right",1,0,0
111,304,"Right","Right","Congruent","Shift head",500,8.40000000000003,-247.1,"No blink","p7","Left",0,0,0
111,241,"Right","Left","Incongruent","Shift eyes",900,9.5,-206.2,"No blink","p8","Left",1,0,0
111,289,"Left","Left","Congruent","Shift head",100,-34,-213.4,"No blink","p9","Left",1,0,0
111,502,"Left","Left","Congruent","Shift head",500,-3.60000000000002,226.1,"No blink","p10","Right",0,0,0
111,221,"Left","Right","Incongruent","Shift eyes",900,-12.8,187.6,"No blink","p11","Right",1,0,0
111,154,"Right","Right","Congruent","Shift head",900,6.39999999999998,229.9,"No blink","p12","Right",1,0,0
111,317,"Right","Right","Congruent","Shift eyes",900,-15.4,223.7,"No blink","p13","Right",1,0,0
111,367,"Left","Right","Incongruent","Shift eyes",500,-2.10000000000002,198,"No blink","p14","Right",1,0,0
111,292,"Left","Right","Incongruent","Shift head",900,-0.5,195.1,"No blink","p15","Right",1,0,0
111,201,"Left","Left","Congruent","Shift head",500,21.6,-205.8,"No blink","p16","Left",1,0,0
111,207,"Left","Right","Incongruent","Shift eyes",900,-0.5,248.4,"No blink","p17","Right",1,0,0
111,358,"Right","Left","Incongruent","Shift head",100,-4.79999999999995,-200.7,"No blink","p18","Left",1,0,0
